,row_id,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,count
37504799,37504799,7988854316,801103753,6684,0,4224,0,1,18000.0,True,17917
37504798,37504798,7988739427,801103753,5558,0,4229,2,0,19000.0,True,17917
37504797,37504797,7988702996,801103753,3776,0,4228,1,1,7000.0,True,17917
37504796,37504796,7988672698,801103753,5983,0,4227,0,1,8000.0,True,17917
37504795,37504795,7988641967,801103753,5455,0,4226,2,0,50000.0,True,17917
37504794,37504794,7988578172,801103753,3734,0,4225,3,1,32000.0,True,17917
37504793,37504793,7988471311,801103753,5983,0,4223,3,0,23000.0,True,17917
37504792,37504792,7988380537,801103753,5455,0,4222,0,0,28000.0,True,17917
37504791,37504791,7988308098,801103753,9982,0,4221,3,1,67000.0,True,17917
37504790,37504790,7988142482,801103753,6085,0,4220,3,0,9000.0,True,17917
37504789,37504789,7987805269,801103753,3744,0,4219,1,1,32000.0,True,17917
37504788,37504788,7987618204,801103753,3934,0,4218,1,1,79000.0,True,17917
37504786,37504786,7987276845,801103753,5346,0,4216,1,1,116000.0,True,17917
37504771,37504771,7983264085,801103753,7189,0,4210,0,1,26333.0,True,17917
37504785,37504785,7986993853,801103753,3773,0,4215,3,1,30000.0,True,17917
37504784,37504784,7986636200,801103753,6664,0,4214,3,1,40000.0,True,17917
37504783,37504783,7985992330,801103753,8835,0,4213,2,1,58400.0,True,17917
37504782,37504782,7985049558,801103753,7089,0,4212,1,0,87200.0,True,17917
37504781,37504781,7985049558,801103753,7085,0,4212,2,0,87200.0,True,17917
37504780,37504780,7985049558,801103753,7088,0,4212,3,1,87200.0,True,17917
37504779,37504779,7985049558,801103753,7087,0,4212,1,1,87200.0,True,17917
37504778,37504778,7985049558,801103753,7086,0,4212,2,1,87200.0,True,17917
37504777,37504777,7984232022,801103753,7094,0,4211,0,1,111000.0,True,17917
37504776,37504776,7984232022,801103753,7092,0,4211,0,1,111000.0,True,17917
37504775,37504775,7984232022,801103753,7091,0,4211,0,1,111000.0,True,17917
37504774,37504774,7984232022,801103753,7090,0,4211,2,0,111000.0,True,17917
37504773,37504773,7984232022,801103753,7093,0,4211,2,1,111000.0,True,17917
37504772,37504772,7983264085,801103753,7188,0,4210,3,1,26333.0,True,17917
37504737,37504737,7978074235,801103753,1452,0,4199,2,1,20333.0,True,17917
37504735,37504735,7977840480,801103753,1431,0,4198,3,1,26666.0,True,17917
37504669,37504669,7799285179,801103753,2094,0,4152,0,1,30000.0,True,17917
37504685,37504685,7801989970,801103753,724,0,4163,1,1,17000.0,True,17917
37504699,37504699,7887953508,801103753,1029,0,4177,0,0,19000.0,True,17917
37504698,37504698,7802624937,801103753,365,0,4176,1,1,18000.0,True,17917
37504697,37504697,7802539666,801103753,562,0,4175,1,1,17000.0,True,17917
37504696,37504696,7802457837,801103753,553,0,4174,0,0,16000.0,True,17917
37504695,37504695,7802418376,801103753,538,0,4173,0,0,16000.0,True,17917
37504694,37504694,7802376904,801103753,1364,0,4167,0,1,14000.0,True,17917
37504693,37504693,7802347067,801103753,1084,0,4172,0,1,14000.0,True,17917
37504692,37504692,7802325641,801103753,1131,0,4171,0,1,17000.0,True,17917
37504691,37504691,7802295131,801103753,1240,0,4170,1,0,17000.0,True,17917
37504690,37504690,7802262029,801103753,375,0,4169,0,1,25000.0,True,17917
37504689,37504689,7802229943,801103753,1103,0,4168,3,0,20000.0,True,17917
37504688,37504688,7802151724,801103753,1131,0,4166,1,0,18000.0,True,17917
37504687,37504687,7802082288,801103753,279,0,4165,0,1,19000.0,True,17917
37504686,37504686,7802036847,801103753,1350,0,4164,0,1,21000.0,True,17917
37504684,37504684,7801920692,801103753,905,0,4162,3,0,19000.0,True,17917
37504701,37504701,7888048446,801103753,538,0,4179,1,1,19000.0,True,17917
37504683,37504683,7801863699,801103753,1100,0,4156,0,1,15000.0,True,17917
37504682,37504682,7801820874,801103753,258,0,4161,1,1,16000.0,True,17917
37504681,37504681,7801766929,801103753,422,0,4160,1,0,16000.0,True,17917
37504680,37504680,7801719910,801103753,1360,0,4159,3,1,14000.0,True,17917
37504679,37504679,7801680875,801103753,853,0,4158,0,1,19000.0,True,17917
37504678,37504678,7801629209,801103753,768,0,4157,0,1,17000.0,True,17917
37504677,37504677,7801571037,801103753,1360,0,4155,1,0,30666.0,True,17917
37504676,37504676,7799644371,801103753,1633,0,4154,1,1,32000.0,True,17917
37504675,37504675,7799644371,801103753,1632,0,4154,1,1,32000.0,True,17917
37504674,37504674,7799644371,801103753,1631,0,4154,0,0,32000.0,True,17917
37504673,37504673,7799468137,801103753,1555,0,4153,3,0,26333.0,True,17917
37504672,37504672,7799468137,801103753,1554,0,4153,2,1,26333.0,True,17917
37504671,37504671,7799468137,801103753,1553,0,4153,0,1,26333.0,True,17917
37504670,37504670,7799285179,801103753,2095,0,4152,0,1,30000.0,True,17917
37504700,37504700,7888001691,801103753,553,0,4178,3,1,17000.0,True,17917
37504702,37504702,7888097798,801103753,335,0,4180,0,1,20000.0,True,17917
37504734,37504734,7977840480,801103753,1432,0,4198,2,1,26666.0,True,17917
37504719,37504719,7976763095,801103753,2128,0,4193,3,1,22000.0,True,17917
37504733,37504733,7977746489,801103753,2036,0,4197,2,1,38333.0,True,17917
37504732,37504732,7977746489,801103753,2037,0,4197,2,1,38333.0,True,17917
37504731,37504731,7977746489,801103753,2038,0,4197,1,1,38333.0,True,17917
37504730,37504730,7977616426,801103753,2172,0,4196,1,1,31333.0,True,17917
37504729,37504729,7977616426,801103753,2173,0,4196,3,1,31333.0,True,17917
37504728,37504728,7977616426,801103753,2171,0,4196,2,1,31333.0,True,17917
37504727,37504727,7977400718,801103753,1805,0,4195,0,1,46000.0,True,17917
37504726,37504726,7977400718,801103753,1806,0,4195,2,1,46000.0,True,17917
37504725,37504725,7977400718,801103753,1807,0,4195,2,0,46000.0,True,17917
37504724,37504724,7977127129,801103753,2389,0,4194,3,1,22666.0,True,17917
37504723,37504723,7977127129,801103753,2390,0,4194,0,0,22666.0,True,17917
37504722,37504722,7977127129,801103753,2391,0,4194,0,0,22666.0,True,17917
37504721,37504721,7976763095,801103753,2127,0,4193,0,1,22000.0,True,17917
37504720,37504720,7976763095,801103753,2126,0,4193,0,0,22000.0,True,17917
37504718,37504718,7975655804,801103753,1238,0,4191,1,1,18000.0,True,17917
37504703,37504703,7888192650,801103753,1161,0,4181,1,1,17000.0,True,17917
37504717,37504717,7975100007,801103753,577,0,4190,3,1,15000.0,True,17917
37504716,37504716,7975067913,801103753,1157,0,4189,1,1,22000.0,True,17917
37504715,37504715,7974984098,801103753,1238,0,4187,3,0,92000.0,True,17917
37504714,37504714,7973909930,801103753,7641,0,4186,0,0,41600.0,True,17917
37504713,37504713,7973909930,801103753,7642,0,4186,3,1,41600.0,True,17917
37504712,37504712,7973909930,801103753,7643,0,4186,2,1,41600.0,True,17917
37504711,37504711,7972722664,801103753,8048,0,4185,3,0,18000.0,True,17917
37504710,37504710,7972722664,801103753,8045,0,4185,2,1,18000.0,True,17917
37504709,37504709,7972722664,801103753,8046,0,4185,3,1,18000.0,True,17917
37504708,37504708,7972722664,801103753,8044,0,4185,3,1,18000.0,True,17917
37504707,37504707,7972722664,801103753,8047,0,4185,0,1,18000.0,True,17917
37504706,37504706,7931627283,801103753,620,0,4184,1,1,17000.0,True,17917
37504705,37504705,7888328015,801103753,1296,0,4183,0,1,18000.0,True,17917
37504704,37504704,7888265603,801103753,253,0,4182,1,1,22000.0,True,17917
37504533,37504533,7678008586,801103753,1685,0,4088,1,1,42000.0,True,17917
37504531,37504531,7677859321,801103753,1923,0,4087,3,0,26333.0,True,17917
37504261,37504261,7583315073,801103753,2758,0,3959,3,1,35000.0,True,17917
37504345,37504345,7595910246,801103753,6766,0,3990,0,1,48000.0,True,17917
37504359,37504359,7597419428,801103753,506,0,3993,3,1,56000.0,True,17917
37504358,37504358,7596793221,801103753,6483,0,3992,0,1,35000.0,True,17917
37504357,37504357,7596793221,801103753,6484,0,3992,1,1,35000.0,True,17917
37504356,37504356,7596793221,801103753,6482,0,3992,2,1,35000.0,True,17917
37504355,37504355,7596793221,801103753,6481,0,3992,1,1,35000.0,True,17917
37504354,37504354,7596442276,801103753,10096,0,3991,0,1,50500.0,True,17917
37504353,37504353,7596442276,801103753,10097,0,3991,0,1,50500.0,True,17917
37504352,37504352,7596442276,801103753,10094,0,3991,2,1,50500.0,True,17917
37504351,37504351,7596442276,801103753,10095,0,3991,2,0,50500.0,True,17917
37504350,37504350,7596228869,801103753,6759,0,3989,0,1,51750.0,True,17917
37504349,37504349,7596228869,801103753,6758,0,3989,2,1,51750.0,True,17917
37504348,37504348,7596228869,801103753,6757,0,3989,1,1,51750.0,True,17917
37504347,37504347,7596228869,801103753,6760,0,3989,1,1,51750.0,True,17917
37504346,37504346,7595910246,801103753,6767,0,3990,1,1,48000.0,True,17917
37504344,37504344,7595910246,801103753,6768,0,3990,3,1,48000.0,True,17917
37504361,37504361,7597474683,801103753,768,0,3864,3,0,15000.0,True,17917
37504343,37504343,7595910246,801103753,6765,0,3990,1,1,48000.0,True,17917
37504342,37504342,7595504987,801103753,6897,0,3988,0,1,33750.0,True,17917
37504341,37504341,7595504987,801103753,6896,0,3988,1,1,33750.0,True,17917
37504340,37504340,7595504987,801103753,6898,0,3988,2,0,33750.0,True,17917
37504339,37504339,7595504987,801103753,6899,0,3988,2,1,33750.0,True,17917
37504338,37504338,7595252330,801103753,6491,0,3987,0,1,42500.0,True,17917
37504337,37504337,7595252330,801103753,6492,0,3987,3,1,42500.0,True,17917
37504336,37504336,7595252330,801103753,6490,0,3987,1,1,42500.0,True,17917
37504335,37504335,7595252330,801103753,6489,0,3987,3,1,42500.0,True,17917
37504334,37504334,7595023075,801103753,10288,0,3985,1,0,51500.0,True,17917
37504333,37504333,7595023075,801103753,10289,0,3985,2,1,51500.0,True,17917
37504332,37504332,7595023075,801103753,10290,0,3985,1,0,51500.0,True,17917
37504331,37504331,7595023075,801103753,10291,0,3985,0,1,51500.0,True,17917
37504330,37504330,7594314615,801103753,6805,0,3986,3,0,38000.0,True,17917
37504360,37504360,7597440410,801103753,904,0,3994,3,1,15000.0,True,17917
37504362,37504362,7597521841,801103753,1315,0,3995,1,0,15000.0,True,17917
37504328,37504328,7594314615,801103753,6807,0,3986,3,0,38000.0,True,17917
37504379,37504379,7598571210,801103753,1944,0,4005,2,0,23666.0,True,17917
37504393,37504393,7636605306,801103753,2521,0,4010,0,1,39666.0,True,17917
37504392,37504392,7636343018,801103753,1581,0,4009,1,0,27666.0,True,17917
37504391,37504391,7636343018,801103753,1580,0,4009,0,1,27666.0,True,17917
37504390,37504390,7636343018,801103753,1582,0,4009,1,1,27666.0,True,17917
37504389,37504389,7635956793,801103753,2500,0,4008,3,1,29666.0,True,17917
37504388,37504388,7635956793,801103753,2501,0,4008,2,0,29666.0,True,17917
37504387,37504387,7635956793,801103753,2502,0,4008,1,1,29666.0,True,17917
37504386,37504386,7599083379,801103753,1474,0,4007,0,1,38333.0,True,17917
37504385,37504385,7599083379,801103753,1472,0,4007,0,1,38333.0,True,17917
37504384,37504384,7599083379,801103753,1473,0,4007,0,1,38333.0,True,17917
37504383,37504383,7598744437,801103753,1616,0,4006,1,1,23666.0,True,17917
37504382,37504382,7598744437,801103753,1617,0,4006,0,1,23666.0,True,17917
37504381,37504381,7598744437,801103753,1618,0,4006,0,1,23666.0,True,17917
37504380,37504380,7598571210,801103753,1945,0,4005,1,1,23666.0,True,17917
37504378,37504378,7598571210,801103753,1943,0,4005,3,1,23666.0,True,17917
37504363,37504363,7597580863,801103753,795,0,3997,3,0,16000.0,True,17917
37504377,37504377,7598449386,801103753,2492,0,4004,3,1,34000.0,True,17917
37504376,37504376,7598449386,801103753,2491,0,4004,0,1,34000.0,True,17917
37504375,37504375,7598449386,801103753,2493,0,4004,1,1,34000.0,True,17917
37504374,37504374,7598237584,801103753,2000,0,4003,2,0,29333.0,True,17917
37504373,37504373,7598237584,801103753,2002,0,4003,3,1,29333.0,True,17917
37504372,37504372,7598237584,801103753,2001,0,4003,3,1,29333.0,True,17917
37504371,37504371,7597972411,801103753,2545,0,4002,3,0,17000.0,True,17917
37504370,37504370,7597972411,801103753,2546,0,4002,1,1,17000.0,True,17917
37504369,37504369,7597972411,801103753,2547,0,4002,3,1,17000.0,True,17917
37504368,37504368,7597785149,801103753,1344,0,3996,3,1,20000.0,True,17917
37504367,37504367,7597744321,801103753,1304,0,4001,3,1,19000.0,True,17917
37504366,37504366,7597705051,801103753,1315,0,4000,3,1,17000.0,True,17917
37504365,37504365,7597668231,801103753,972,0,3999,0,1,22000.0,True,17917
37504364,37504364,7597631964,801103753,444,0,3998,1,1,16000.0,True,17917
37504329,37504329,7594314615,801103753,6808,0,3986,1,1,38000.0,True,17917
37504327,37504327,7594314615,801103753,6806,0,3986,0,0,38000.0,True,17917
37504395,37504395,7636605306,801103753,2523,0,4010,3,0,39666.0,True,17917
37504277,37504277,7588858852,801103753,34,0,3966,2,0,23666.0,True,17917
37504291,37504291,7589757197,801103753,1406,0,3974,2,1,36333.0,True,17917
37504290,37504290,7589625658,801103753,1818,0,3973,1,0,28333.0,True,17917
37504289,37504289,7589625658,801103753,1817,0,3973,0,1,28333.0,True,17917
37504288,37504288,7589625658,801103753,1819,0,3973,1,0,28333.0,True,17917
37504287,37504287,7589341113,801103753,1888,0,3972,1,0,4333.0,True,17917
37504286,37504286,7589341113,801103753,1886,0,3972,3,0,4333.0,True,17917
37504285,37504285,7589341113,801103753,1887,0,3972,1,1,4333.0,True,17917
37504284,37504284,7589108585,801103753,2191,0,3971,0,1,19000.0,True,17917
37504283,37504283,7589108585,801103753,2193,0,3971,1,1,19000.0,True,17917
37504282,37504282,7589108585,801103753,2192,0,3971,3,1,19000.0,True,17917
37504281,37504281,7589054231,801103753,7905,0,3970,2,1,20000.0,True,17917
37504280,37504280,7589005379,801103753,186,0,3969,1,1,25000.0,True,17917
37504279,37504279,7588957408,801103753,157,0,3968,0,0,21000.0,True,17917
37504278,37504278,7588906413,801103753,10644,0,3967,1,1,23000.0,True,17917
37504276,37504276,7588118800,801103753,10113,0,3960,0,1,85000.0,True,17917
37504293,37504293,7589757197,801103753,1408,0,3974,2,1,36333.0,True,17917
37504275,37504275,7588118800,801103753,10112,0,3960,1,0,85000.0,True,17917
37504274,37504274,7588118800,801103753,10114,0,3960,1,1,85000.0,True,17917
37504273,37504273,7587780996,801103753,7035,0,3965,1,1,29000.0,True,17917
37504272,37504272,7587780996,801103753,7036,0,3965,3,1,29000.0,True,17917
37504271,37504271,7586090336,801103753,7629,0,3964,3,1,67000.0,True,17917
37504270,37504270,7586090336,801103753,7630,0,3964,0,0,67000.0,True,17917
37504269,37504269,7585823725,801103753,7838,0,3963,2,0,34000.0,True,17917
37504268,37504268,7585823725,801103753,7837,0,3963,3,1,34000.0,True,17917
37504267,37504267,7585823725,801103753,7839,0,3963,2,0,34000.0,True,17917
37504266,37504266,7585823725,801103753,7836,0,3963,2,1,34000.0,True,17917
37504265,37504265,7585348654,801103753,7544,0,3962,3,1,72500.0,True,17917
37504264,37504264,7585348654,801103753,7545,0,3962,3,1,72500.0,True,17917
37504263,37504263,7585271213,801103753,7030,0,3961,0,1,57333.0,True,17917
37504262,37504262,7585271213,801103753,7029,0,3961,1,1,57333.0,True,17917
37504292,37504292,7589757197,801103753,1407,0,3974,3,1,36333.0,True,17917
37504294,37504294,7589885426,801103753,1602,0,3975,0,1,23000.0,True,17917
37504326,37504326,7593589788,801103753,6794,0,3984,1,1,64000.0,True,17917
37504311,37504311,7590477140,801103753,1456,0,3980,3,1,31000.0,True,17917
37504325,37504325,7593589788,801103753,6793,0,3984,1,0,64000.0,True,17917
37504324,37504324,7593589788,801103753,6795,0,3984,2,1,64000.0,True,17917
37504323,37504323,7593589788,801103753,6796,0,3984,3,0,64000.0,True,17917
37504322,37504322,7593344445,801103753,6497,0,3983,1,0,27000.0,True,17917
37504321,37504321,7593344445,801103753,6498,0,3983,3,1,27000.0,True,17917
37504320,37504320,7593344445,801103753,6499,0,3983,0,1,27000.0,True,17917
37504319,37504319,7593344445,801103753,6500,0,3983,0,0,27000.0,True,17917
37504318,37504318,7592960868,801103753,3090,0,3982,0,1,48250.0,True,17917
37504317,37504317,7592960868,801103753,3091,0,3982,3,1,48250.0,True,17917
37504316,37504316,7592960868,801103753,3092,0,3982,3,1,48250.0,True,17917
37504315,37504315,7590770264,801103753,6574,0,3981,1,1,25666.0,True,17917
37504314,37504314,7590770264,801103753,6576,0,3981,2,1,25666.0,True,17917
37504313,37504313,7590770264,801103753,6573,0,3981,1,1,25666.0,True,17917
37504312,37504312,7590770264,801103753,6575,0,3981,2,0,25666.0,True,17917
37504310,37504310,7590477140,801103753,1454,0,3980,1,1,31000.0,True,17917
37504295,37504295,7589885426,801103753,1601,0,3975,0,1,23000.0,True,17917
37504309,37504309,7590477140,801103753,1455,0,3980,0,1,31000.0,True,17917
37504308,37504308,7590361659,801103753,1561,0,3979,3,1,28666.0,True,17917
37504307,37504307,7590361659,801103753,1559,0,3979,2,1,28666.0,True,17917
37504306,37504306,7590361659,801103753,1560,0,3979,0,1,28666.0,True,17917
37504305,37504305,7590220615,801103753,1426,0,3978,2,1,27666.0,True,17917
37504304,37504304,7590220615,801103753,1424,0,3978,0,1,27666.0,True,17917
37504303,37504303,7590220615,801103753,1425,0,3978,1,1,27666.0,True,17917
37504302,37504302,7590088992,801103753,2277,0,3977,3,1,25333.0,True,17917
37504301,37504301,7590088992,801103753,2276,0,3977,2,1,25333.0,True,17917
37504300,37504300,7590088992,801103753,2275,0,3977,3,1,25333.0,True,17917
37504299,37504299,7589994923,801103753,2045,0,3976,2,1,24666.0,True,17917
37504298,37504298,7589994923,801103753,2047,0,3976,1,1,24666.0,True,17917
37504297,37504297,7589994923,801103753,2046,0,3976,1,1,24666.0,True,17917
37504296,37504296,7589885426,801103753,1603,0,3975,2,1,23000.0,True,17917
37504394,37504394,7636605306,801103753,2522,0,4010,3,1,39666.0,True,17917
37504396,37504396,7636770114,801103753,2130,0,4011,0,1,32000.0,True,17917
37504530,37504530,7677859321,801103753,1924,0,4087,2,1,26333.0,True,17917
37504481,37504481,7661983122,801103753,11333,0,4064,1,1,54000.0,True,17917
37504495,37504495,7663951004,801103753,7645,0,4072,3,0,35000.0,True,17917
37504494,37504494,7663745532,801103753,7071,0,4071,0,1,118666.0,True,17917
37504493,37504493,7663745532,801103753,7072,0,4071,2,1,118666.0,True,17917
37504492,37504492,7663745532,801103753,7070,0,4071,1,0,118666.0,True,17917
37504491,37504491,7663397256,801103753,7680,0,4070,2,1,84800.0,True,17917
37504490,37504490,7663397256,801103753,7679,0,4070,3,0,84800.0,True,17917
37504489,37504489,7663397256,801103753,7678,0,4070,0,1,84800.0,True,17917
37504488,37504488,7662711236,801103753,7726,0,4069,0,1,71000.0,True,17917
37504487,37504487,7662711236,801103753,7727,0,4069,1,1,71000.0,True,17917
37504486,37504486,7662711236,801103753,7724,0,4069,3,1,71000.0,True,17917
37504485,37504485,7662711236,801103753,7728,0,4069,3,0,71000.0,True,17917
37504484,37504484,7662711236,801103753,7725,0,4069,2,1,71000.0,True,17917
37504483,37504483,7662170037,801103753,7063,0,4068,3,1,28000.0,True,17917
37504482,37504482,7662170037,801103753,7064,0,4068,0,1,28000.0,True,17917
37504480,37504480,7661918716,801103753,4894,0,4067,1,1,18000.0,True,17917
37504497,37504497,7664100761,801103753,7844,0,4073,1,1,59500.0,True,17917
37504479,37504479,7661816087,801103753,3996,0,4066,3,1,43000.0,True,17917
37504478,37504478,7661772248,801103753,32535,1,4065,-1,-1,,False,17917
37504477,37504477,7661541855,801103753,6231,0,4063,0,0,80000.0,True,17917
37504476,37504476,7661455653,801103753,6400,0,4062,1,0,17000.0,True,17917
37504475,37504475,7661354563,801103753,6376,0,4061,0,1,22000.0,True,17917
37504474,37504474,7661306584,801103753,9231,0,4060,1,1,16000.0,True,17917
37504473,37504473,7661240266,801103753,5644,0,4059,0,1,46000.0,True,17917
37504472,37504472,7661166916,801103753,5504,0,4058,3,1,82000.0,True,17917
37504471,37504471,7661071182,801103753,3666,0,4057,3,0,30000.0,True,17917
37504470,37504470,7660857732,801103753,9369,0,4056,1,1,76000.0,True,17917
37504469,37504469,7660685734,801103753,5558,0,4055,0,0,55000.0,True,17917
37504468,37504468,7660564229,801103753,6006,0,4054,1,1,34000.0,True,17917
37504467,37504467,7660480193,801103753,5783,0,4053,3,1,82000.0,True,17917
37504466,37504466,7645802175,801103753,7078,0,4052,0,1,52500.0,True,17917
37504496,37504496,7663951004,801103753,7644,0,4072,3,1,35000.0,True,17917
37504498,37504498,7664100761,801103753,7843,0,4073,2,1,59500.0,True,17917
37504464,37504464,7645802175,801103753,7079,0,4052,2,1,52500.0,True,17917
37504515,37504515,7676012012,801103753,1813,0,4082,3,1,31666.0,True,17917
37504529,37504529,7677653723,801103753,2178,0,4086,1,0,26333.0,True,17917
37504528,37504528,7677653723,801103753,2177,0,4086,0,1,26333.0,True,17917
37504527,37504527,7677653723,801103753,2179,0,4086,1,1,26333.0,True,17917
37504526,37504526,7677499395,801103753,2074,0,4085,1,1,22333.0,True,17917
37504525,37504525,7677499395,801103753,2073,0,4085,3,1,22333.0,True,17917
37504524,37504524,7677499395,801103753,2072,0,4085,0,1,22333.0,True,17917
37504523,37504523,7677051315,801103753,1540,0,4084,1,0,23000.0,True,17917
37504522,37504522,7677051315,801103753,1538,0,4084,2,1,23000.0,True,17917
37504521,37504521,7677051315,801103753,1539,0,4084,0,1,23000.0,True,17917
37504520,37504520,7676623935,801103753,2430,0,4083,3,1,31666.0,True,17917
37504519,37504519,7676623935,801103753,2429,0,4083,1,1,31666.0,True,17917
37504518,37504518,7676623935,801103753,2428,0,4083,2,1,31666.0,True,17917
37504517,37504517,7676012012,801103753,1812,0,4082,1,1,31666.0,True,17917
37504516,37504516,7676012012,801103753,1811,0,4082,0,1,31666.0,True,17917
37504514,37504514,7675326172,801103753,1736,0,4081,2,0,87000.0,True,17917
37504499,37504499,7665198894,801103753,7509,0,4074,3,1,48500.0,True,17917
37504513,37504513,7675326172,801103753,1738,0,4081,1,1,87000.0,True,17917
37504512,37504512,7675326172,801103753,1737,0,4081,2,1,87000.0,True,17917
37504511,37504511,7667031403,801103753,7631,0,4079,3,1,42500.0,True,17917
37504510,37504510,7667031403,801103753,7632,0,4079,2,1,42500.0,True,17917
37504509,37504509,7666748659,801103753,7312,0,4078,3,1,75500.0,True,17917
37504508,37504508,7666748659,801103753,7311,0,4078,1,0,75500.0,True,17917
37504507,37504507,7666557038,801103753,7041,0,4077,0,1,44000.0,True,17917
37504506,37504506,7666557038,801103753,7042,0,4077,3,1,44000.0,True,17917
37504505,37504505,7666392511,801103753,7535,0,4076,1,1,50000.0,True,17917
37504504,37504504,7666392511,801103753,7534,0,4076,2,1,50000.0,True,17917
37504503,37504503,7666282137,801103753,7068,0,4075,3,1,81500.0,True,17917
37504502,37504502,7666282137,801103753,7067,0,4075,3,1,81500.0,True,17917
37504501,37504501,7666282137,801103753,7069,0,4075,1,0,81500.0,True,17917
37504500,37504500,7665198894,801103753,7510,0,4074,3,1,48500.0,True,17917
37504465,37504465,7645802175,801103753,7080,0,4052,1,0,52500.0,True,17917
37504463,37504463,7645802175,801103753,7077,0,4052,3,1,52500.0,True,17917
37504397,37504397,7636770114,801103753,2129,0,4011,3,1,32000.0,True,17917
37504413,37504413,7638905753,801103753,9012,0,4022,0,1,50000.0,True,17917
37504427,37504427,7640203760,801103753,4484,0,4036,0,0,29000.0,True,17917
37504426,37504426,7639934979,801103753,9919,0,4035,3,1,21000.0,True,17917
37504425,37504425,7639879278,801103753,5362,0,4034,2,1,18000.0,True,17917
37504424,37504424,7639843338,801103753,3617,0,4033,2,1,18000.0,True,17917
37504423,37504423,7639819340,801103753,4238,0,4032,1,1,19000.0,True,17917
37504422,37504422,7639784192,801103753,8974,0,4031,0,1,77000.0,True,17917
37504421,37504421,7639725581,801103753,6287,0,4025,1,0,33000.0,True,17917
37504420,37504420,7639600549,801103753,6675,0,4030,1,1,29000.0,True,17917
37504419,37504419,7639530055,801103753,3734,0,4029,3,1,20000.0,True,17917
37504418,37504418,7639465675,801103753,5430,0,4028,1,1,52000.0,True,17917
37504417,37504417,7639401385,801103753,5963,0,4027,2,1,8000.0,True,17917
37504416,37504416,7639322841,801103753,3776,0,4026,1,1,48000.0,True,17917
37504415,37504415,7639237863,801103753,3776,0,4024,3,0,111000.0,True,17917
37504414,37504414,7639074273,801103753,4705,0,4023,0,0,25000.0,True,17917
37504412,37504412,7638854725,801103753,6083,0,4016,0,0,126000.0,True,17917
37504429,37504429,7640544753,801103753,5557,0,4038,3,1,35000.0,True,17917
37504411,37504411,7638772592,801103753,5175,0,4021,2,1,74000.0,True,17917
37504410,37504410,7638544324,801103753,6128,0,4020,3,0,83000.0,True,17917
37504409,37504409,7638345821,801103753,6057,0,4019,1,1,26000.0,True,17917
37504408,37504408,7638187580,801103753,4459,0,4018,2,1,35000.0,True,17917
37504407,37504407,7638058534,801103753,4772,0,4017,1,0,17000.0,True,17917
37504406,37504406,7637885563,801103753,4459,0,4015,3,0,15000.0,True,17917
37504405,37504405,7637804041,801103753,5358,0,4014,2,1,31666.0,True,17917
37504404,37504404,7637374551,801103753,2388,0,4013,2,1,24666.0,True,17917
37504403,37504403,7637374551,801103753,2386,0,4013,2,0,24666.0,True,17917
37504402,37504402,7637374551,801103753,2387,0,4013,2,1,24666.0,True,17917
37504401,37504401,7636908323,801103753,2235,0,4012,2,0,25666.0,True,17917
37504400,37504400,7636908323,801103753,2233,0,4012,1,1,25666.0,True,17917
37504399,37504399,7636908323,801103753,2234,0,4012,2,1,25666.0,True,17917
37504398,37504398,7636770114,801103753,2131,0,4011,3,1,32000.0,True,17917
37504428,37504428,7640445153,801103753,4854,0,4037,1,0,75000.0,True,17917
37504430,37504430,7640636547,801103753,9537,0,4039,1,0,25000.0,True,17917
37504462,37504462,7645443255,801103753,7440,0,4051,2,1,52000.0,True,17917
37504447,37504447,7644102116,801103753,7443,0,4045,2,1,29333.0,True,17917
37504461,37504461,7645443255,801103753,7441,0,4051,3,1,52000.0,True,17917
37504460,37504460,7645305576,801103753,7349,0,4050,0,0,83500.0,True,17917
37504459,37504459,7645305576,801103753,7348,0,4050,1,1,83500.0,True,17917
37504458,37504458,7645159990,801103753,7053,0,4049,1,1,55000.0,True,17917
37504457,37504457,7645159990,801103753,7052,0,4049,3,1,55000.0,True,17917
37504456,37504456,7644978040,801103753,7321,0,4048,0,1,68000.0,True,17917
37504455,37504455,7644978040,801103753,7322,0,4048,2,1,68000.0,True,17917
37504454,37504454,7644766931,801103753,7595,0,4047,3,1,68333.0,True,17917
37504453,37504453,7644766931,801103753,7596,0,4047,3,1,68333.0,True,17917
37504452,37504452,7644766931,801103753,7597,0,4047,0,1,68333.0,True,17917
37504451,37504451,7644766931,801103753,7598,0,4047,3,1,68333.0,True,17917
37504450,37504450,7644353232,801103753,7555,0,4046,3,1,65000.0,True,17917
37504449,37504449,7644353232,801103753,7554,0,4046,3,1,65000.0,True,17917
37504448,37504448,7644353232,801103753,7553,0,4046,0,1,65000.0,True,17917
37504446,37504446,7644102116,801103753,7442,0,4045,1,1,29333.0,True,17917
37504431,37504431,7641053647,801103753,1823,0,4040,1,1,20000.0,True,17917
37504445,37504445,7642895897,801103753,1613,0,4044,2,0,29666.0,True,17917
37504444,37504444,7642895897,801103753,1614,0,4044,1,1,29666.0,True,17917
37504443,37504443,7642895897,801103753,1615,0,4044,3,0,29666.0,True,17917
37504442,37504442,7642651886,801103753,1936,0,4043,2,1,27000.0,True,17917
